scenario,level,method,nominal,empirical
S4_misspecified,mild_nonlinear,bootstrap_snips,0.9,0.8975
S4_misspecified,mild_nonlinear,bootstrap_snips,0.95,0.949375
S4_misspecified,mild_nonlinear,bootstrap_snips,0.975,0.975625
S4_misspecified,mild_nonlinear,bootstrap_snips,0.99,0.9903125
S4_misspecified,strong_nonlinear,bb_dm,0.5,0.02375
S4_misspecified,strong_nonlinear,bb_dm,0.6,0.02953125
S4_misspecified,strong_nonlinear,bb_dm,0.7,0.036875
S4_misspecified,strong_nonlinear,bb_dm,0.8,0.04671875
S4_misspecified,strong_nonlinear,bb_dm,0.9,0.06265625
S4_misspecified,strong_nonlinear,bb_dm,0.95,0.07375
S4_misspecified,strong_nonlinear,bb_dm,0.975,0.0865625
S4_misspecified,strong_nonlinear,bb_dm,0.99,0.100625
S4_misspecified,strong_nonlinear,bb_dr,0.5,0.49734375
S4_misspecified,strong_nonlinear,bb_dr,0.6,0.59578125
S4_misspecified,strong_nonlinear,bb_dr,0.7,0.69171875
S4_misspecified,strong_nonlinear,bb_dr,0.8,0.799375
S4_misspecified,strong_nonlinear,bb_dr,0.9,0.89609375
S4_misspecified,strong_nonlinear,bb_dr,0.95,0.94421875
S4_misspecified,strong_nonlinear,bb_dr,0.975,0.96984375
S4_misspecified,strong_nonlinear,bb_dr,0.99,0.98734375
S4_misspecified,strong_nonlinear,bootstrap_dr,0.5,0.49796875
S4_misspecified,strong_nonlinear,bootstrap_dr,0.6,0.595
S4_misspecified,strong_nonlinear,bootstrap_dr,0.7,0.6903125
S4_misspecified,strong_nonlinear,bootstrap_dr,0.8,0.7978125
S4_misspecified,strong_nonlinear,bootstrap_dr,0.9,0.8978125
S4_misspecified,strong_nonlinear,bootstrap_dr,0.95,0.9453125
S4_misspecified,strong_nonlinear,bootstrap_dr,0.975,0.97046875
S4_misspecified,strong_nonlinear,bootstrap_dr,0.99,0.98734375
S4_misspecified,strong_nonlinear,bootstrap_snips,0.5,0.4878125
S4_misspecified,strong_nonlinear,bootstrap_snips,0.6,0.5921875
S4_misspecified,strong_nonlinear,bootstrap_snips,0.7,0.69875
S4_misspecified,strong_nonlinear,bootstrap_snips,0.8,0.7928125
S4_misspecified,strong_nonlinear,bootstrap_snips,0.9,0.9003125
S4_misspecified,strong_nonlinear,bootstrap_snips,0.95,0.95
S4_misspecified,strong_nonlinear,bootstrap_snips,0.975,0.9728125
S4_misspecified,strong_nonlinear,bootstrap_snips,0.99,0.9915625
S5_combined,moderate,bb_dm,0.5,0.0190625
S5_combined,moderate,bb_dm,0.6,0.0240625
S5_combined,moderate,bb_dm,0.7,0.030625
S5_combined,moderate,bb_dm,0.8,0.040625
S5_combined,moderate,bb_dm,0.9,0.060625
S5_combined,moderate,bb_dm,0.95,0.0784375
S5_combined,moderate,bb_dm,0.975,0.093125
S5_combined,moderate,bb_dm,0.99,0.1096875
S5_combined,moderate,bb_dr,0.5,0.35375
S5_combined,moderate,bb_dr,0.6,0.425625
S5_combined,moderate,bb_dr,0.7,0.5040625
S5_combined,moderate,bb_dr,0.8,0.5784375
S5_combined,moderate,bb_dr,0.9,0.6590625
S5_combined,moderate,bb_dr,0.95,0.6965625
S5_combined,moderate,bb_dr,0.975,0.7209375
S5_combined,moderate,bb_dr,0.99,0.7378125
S5_combined,moderate,bootstrap_dr,0.5,0.355
S5_combined,moderate,bootstrap_dr,0.6,0.430625
S5_combined,moderate,bootstrap_dr,0.7,0.50375
S5_combined,moderate,bootstrap_dr,0.8,0.578125
S5_combined,moderate,bootstrap_dr,0.9,0.6575
S5_combined,moderate,bootstrap_dr,0.95,0.6975
S5_combined,moderate,bootstrap_dr,0.975,0.7203125
S5_combined,moderate,bootstrap_dr,0.99,0.7378125
S5_combined,moderate,bootstrap_snips,0.5,0.3509375
S5_combined,moderate,bootstrap_snips,0.6,0.4303125
S5_combined,moderate,bootstrap_snips,0.7,0.5078125
S5_combined,moderate,bootstrap_snips,0.8,0.5821875
S5_combined,moderate,bootstrap_snips,0.9,0.6578125
S5_combined,moderate,bootstrap_snips,0.95,0.7059375
S5_combined,moderate,bootstrap_snips,0.975,0.7246875
S5_combined,moderate,bootstrap_snips,0.99,0.7384375
S5_combined,severe,bb_dm,0.5,0.02125
S5_combined,severe,bb_dm,0.6,0.029125
S5_combined,severe,bb_dm,0.7,0.037125
S5_combined,severe,bb_dm,0.8,0.04925
S5_combined,severe,bb_dm,0.9,0.071625
S5_combined,severe,bb_dm,0.95,0.0925
S5_combined,severe,bb_dm,0.975,0.110375
S5_combined,severe,bb_dm,0.99,0.13275
S5_combined,severe,bb_dr,0.5,0.346375
S5_combined,severe,bb_dr,0.6,0.421125
S5_combined,severe,bb_dr,0.7,0.494375
S5_combined,severe,bb_dr,0.8,0.56975
S5_combined,severe,bb_dr,0.9,0.655375
S5_combined,severe,bb_dr,0.95,0.697875
S5_combined,severe,bb_dr,0.975,0.719125
S5_combined,severe,bb_dr,0.99,0.73275
S5_combined,severe,bootstrap_dr,0.5,0.35475
S5_combined,severe,bootstrap_dr,0.6,0.42775
S5_combined,severe,bootstrap_dr,0.7,0.502
S5_combined,severe,bootstrap_dr,0.8,0.575875
S5_combined,severe,bootstrap_dr,0.9,0.658875
S5_combined,severe,bootstrap_dr,0.95,0.6995
S5_combined,severe,bootstrap_dr,0.975,0.721625
S5_combined,severe,bootstrap_dr,0.99,0.73475
S5_combined,severe,bootstrap_snips,0.5,0.360875
S5_combined,severe,bootstrap_snips,0.6,0.433
S5_combined,severe,bootstrap_snips,0.7,0.503125
S5_combined,severe,bootstrap_snips,0.8,0.57925
S5_combined,severe,bootstrap_snips,0.9,0.659375
S5_combined,severe,bootstrap_snips,0.95,0.70075
S5_combined,severe,bootstrap_snips,0.975,0.72175
S5_combined,severe,bootstrap_snips,0.99,0.73325
